,X,Y,time
4735,14.153536,-5.3986397,80254240.0
4736,14.127262,-5.4198866,80271180.0
4737,14.103825,-5.443324,80288136.0
4738,14.215826,-5.3947034,80305090.0
4739,14.05695,-5.490199,80322030.0
4740,14.002781,-5.511053,80338984.0
4741,14.07925,-5.5318146,80355940.0
4742,14.054533,-5.5557823,80372880.0
4743,14.046847,-5.5658875,80389830.0
4744,14.021162,-5.581824,80406776.0
4745,13.981552,-5.6013813,80423730.0
4746,13.750571,-5.601951,80440680.0
4747,13.694588,-5.602775,80457624.0
4748,13.653078,-5.612194,80474580.0
4749,13.631304,-5.620679,80491530.0
4750,13.591375,-5.6090865,80508470.0
4751,13.62591,-5.608836,80525420.0
4752,13.483797,-5.5329003,80542370.0
4753,13.548376,-5.6151495,80559320.0
4754,13.463835,-5.5080404,80576270.0
4755,13.500183,-5.6122065,80593220.0
4756,13.460481,-5.562645,80610170.0
4757,13.414381,-5.516541,80627120.0
4758,13.383691,-5.464196,80644060.0
4759,13.374352,-5.4408426,80661016.0
4760,13.394415,-5.430972,80677970.0
4761,inf,-inf,80694910.0
4762,13.3856735,-5.2824883,80711864.0
4763,13.361106,-5.2748804,80728820.0
4764,13.435327,-5.1584864,80745760.0
4765,inf,-inf,80762710.0
4766,inf,-inf,80779660.0
4767,13.408405,-5.142188,80796610.0
4768,13.463289,-5.1258693,80813560.0
4769,13.482592,-5.0933857,80830510.0
4770,13.501399,-5.0688434,80847460.0
4771,inf,-inf,80864410.0
4772,inf,-inf,80881350.0
4773,13.50828,-5.0038414,80898300.0
4774,13.531794,-5.0014453,80915256.0
4775,13.675831,-5.012381,80932200.0
4776,13.668755,-4.9939127,80949150.0
4777,13.709784,-4.9694557,80966104.0
4778,inf,-inf,80983050.0
4779,inf,-inf,81000000.0
4780,13.879078,-5.051406,81016950.0
4781,13.841626,-5.0512323,81033896.0
4782,13.936241,-5.1388016,81050850.0
4783,13.951906,-5.2082825,81067790.0
4784,13.970736,-5.2277193,81084744.0
4785,13.981507,-5.255975,81101700.0
4786,13.99613,-5.279212,81118640.0
4787,13.997545,-5.3240323,81135590.0
4788,14.002788,-5.3978415,81152540.0
4789,13.987116,-5.4461665,81169490.0
4790,13.972481,-5.49092,81186440.0
4791,13.986877,-5.49378,81203390.0
4792,13.990381,-5.5373197,81220340.0
4793,13.968678,-5.611,81237290.0
4794,13.926873,-5.682729,81254240.0
4795,13.920254,-5.7064033,81271180.0
4796,13.923822,-5.726329,81288136.0
4797,13.97876,-5.644954,81305090.0
4798,13.888401,-5.821637,81322030.0
4799,13.853957,-5.8733664,81338984.0
4800,13.818658,-5.9101677,81355940.0
4801,13.892805,-5.8420477,81372880.0
4802,13.795675,-5.9634075,81389830.0
4803,13.8813715,-5.869927,81406776.0
4804,13.76954,-6.003251,81423730.0
4805,13.730213,-6.0847673,81440680.0
4806,13.707773,-6.128253,81457624.0
4807,13.682631,-6.1521277,81474580.0
4808,13.748392,-6.0743895,81491530.0
4809,13.659052,-6.2167068,81508470.0
4810,13.589664,-6.2704225,81525420.0
4811,13.544161,-6.3127027,81542370.0
4812,13.517887,-6.333949,81559320.0
4813,13.5153885,-6.357111,81576270.0
4814,13.635468,-6.324048,81593220.0
4815,13.627859,-6.340197,81610170.0
4816,13.614374,-6.365736,81627120.0
4817,13.604366,-6.382064,81644060.0
4818,13.585783,-6.3995323,81661016.0
4819,13.577053,-6.40022,81677970.0
4820,13.583233,-6.4204473,81694910.0
4821,13.57471,-6.4277706,81711864.0
4822,13.559795,-6.443885,81728820.0
4823,13.556313,-6.4472675,81745760.0
4824,13.402515,-6.445263,81762710.0
4825,13.3863,-6.4591184,81779660.0
4826,13.532125,-6.474376,81796610.0
4827,13.510157,-6.4791336,81813560.0
4828,13.373243,-6.468811,81830510.0
4829,13.367273,-6.460331,81847460.0
4830,13.366802,-6.4840736,81864410.0
4831,13.352119,-6.490584,81881350.0
4832,13.345845,-6.4944973,81898300.0
4833,13.346296,-6.492182,81915256.0
4834,13.339053,-6.5011554,81932200.0
4835,13.332787,-6.4964576,81949150.0
4836,13.31791,-6.502841,81966104.0
4837,13.31791,-6.502841,81983050.0
4838,13.313648,-6.5062704,82000000.0
4839,13.320824,-6.506276,82016950.0
4840,13.437889,-6.538378,82033896.0
4841,13.305927,-6.517806,82050850.0
4842,13.419849,-6.5442276,82067790.0
4843,13.294473,-6.5262785,82084744.0
4844,13.287091,-6.5280256,82101700.0
4845,13.287091,-6.5280256,82118640.0
4846,13.2877035,-6.5276513,82135590.0
4847,13.284018,-6.5271416,82152540.0
4848,13.287177,-6.510765,82169490.0
4849,13.394709,-6.5674067,82186440.0
4850,13.273919,-6.527115,82203390.0
4851,13.27215,-6.5251136,82220340.0
4852,13.271721,-6.5278144,82237290.0
4853,13.244867,-6.5314474,82254240.0
4854,13.297785,-6.546336,82271180.0
4855,13.254084,-6.5205317,82288136.0
4856,13.223787,-6.5260296,82305090.0
4857,13.20054,-6.5284786,82322030.0
4858,13.103886,-6.4500093,82338984.0
4859,13.169535,-6.4903193,82355940.0
4860,12.998112,-6.4004416,82372880.0
4861,13.0604925,-6.4524236,82389830.0
4862,13.014423,-6.4279366,82406776.0
4863,12.997109,-6.426946,82423730.0
4864,12.972928,-6.4035473,82440680.0
4865,12.912383,-6.3647127,82457624.0
4866,12.871333,-6.3141117,82474580.0
4867,12.846457,-6.2887754,82491530.0
4868,12.789423,-6.157801,82508470.0
4869,12.775774,-6.141859,82525420.0
4870,12.788578,-6.18777,82542370.0
4871,12.754681,-6.1191196,82559320.0
4872,12.769459,-6.0880637,82576270.0
4873,12.725584,-5.9843364,82593220.0
4874,12.740564,-5.9537306,82610170.0
4875,12.716478,-5.9616947,82627120.0
4876,12.74205,-5.81973,82644060.0
4877,12.7723875,-5.749975,82661016.0
4878,12.77471,-5.7246394,82677970.0
4879,12.724924,-5.8052764,82694910.0
4880,12.800889,-5.729096,82711864.0
4881,12.799636,-5.695239,82728820.0
4882,12.767599,-5.725641,82745760.0
4883,12.846265,-5.6403327,82762710.0
4884,12.786578,-5.6193094,82779660.0
4885,12.941623,-5.573683,82796610.0
4886,12.951054,-5.5619164,82813560.0
4887,12.832034,-5.5526223,82830510.0
4888,12.981529,-5.534378,82847460.0
4889,13.056756,-5.5191293,82864410.0
4890,13.015929,-5.5270724,82881350.0
4891,13.014654,-5.5029936,82898300.0
4892,13.120142,-5.534934,82915256.0
4893,13.203841,-5.5276732,82932200.0
4894,13.249701,-5.546737,82949150.0
4895,13.282373,-5.607541,82966104.0
4896,13.313005,-5.654226,82983050.0
4897,13.323518,-5.651866,83000000.0
4898,13.34676,-5.6726403,83016950.0
4899,13.373211,-5.7239594,83033896.0
4900,13.404834,-5.790832,83050850.0
4901,13.4101925,-5.841712,83067790.0
4902,13.366741,-5.8674135,83084744.0
4903,13.427742,-5.8836374,83101700.0
4904,13.42658,-5.931304,83118640.0
4905,13.415626,-6.009548,83135590.0
4906,13.389813,-6.0591164,83152540.0
4907,13.381191,-6.0814033,83169490.0
4908,13.3856535,-6.1024117,83186440.0
4909,13.380481,-6.128627,83203390.0
4910,13.325,-6.1924996,83220340.0
4911,13.273195,-6.2352705,83237290.0
4912,13.379066,-6.1998696,83254240.0
4913,13.37406,-6.219416,83271180.0
4914,13.353064,-6.240816,83288136.0
4915,13.296963,-6.2902956,83305090.0
4916,13.231583,-6.336435,83322030.0
4917,13.202112,-6.3545427,83338984.0
4918,13.17752,-6.3787065,83355940.0
4919,13.024275,-6.378552,83372880.0
4920,13.128588,-6.4020243,83389830.0
4921,12.886854,-6.400299,83406776.0
4922,12.837858,-6.3957586,83423730.0
4923,12.805199,-6.3890886,83440680.0
4924,12.902214,-6.4280663,83457624.0
4925,12.878777,-6.4280663,83474580.0
4926,12.710258,-6.371744,83491530.0
4927,12.732962,-6.389064,83508470.0
4928,12.710331,-6.378831,83525420.0
4929,12.686889,-6.3821087,83542370.0
4930,12.664528,-6.3583612,83559320.0
4931,12.583165,-6.3064055,83576270.0
4932,12.502966,-6.142589,83593220.0
4933,12.535957,-6.2105618,83610170.0
4934,12.520788,-6.188326,83627120.0
4935,12.512333,-6.1898074,83644060.0
4936,12.500213,-6.06528,83661016.0
4937,12.518379,-6.0957747,83677970.0
4938,12.513563,-6.10112,83694910.0
4939,12.49589,-6.1012735,83711864.0
4940,12.496356,-6.037533,83728820.0
4941,12.516489,-6.00957,83745760.0
4942,12.611919,-5.9233866,83762710.0
4943,12.610548,-5.904438,83779660.0
4944,12.629137,-5.883085,83796610.0
4945,12.584942,-5.84968,83813560.0
4946,inf,-inf,83830510.0
4947,12.793152,-5.8245854,83847460.0
4948,12.822381,-5.8003793,83864410.0
4949,12.84898,-5.7883863,83881350.0
4950,12.871313,-5.784927,83898300.0
4951,12.935696,-5.819971,83915256.0
4952,12.984465,-5.847131,83932200.0
4953,12.951001,-5.8012323,83949150.0
4954,13.04403,-5.8460636,83966104.0
4955,13.095512,-5.882663,83983050.0
4956,13.136978,-5.953838,84000000.0
4957,13.125896,-5.9806,84016950.0
4958,13.161335,-5.999887,84033896.0
4959,13.175045,-6.027753,84050850.0
4960,13.198523,-6.1200266,84067790.0
4961,13.204487,-6.173918,84084744.0
4962,13.208841,-6.1969376,84101700.0
4963,13.206354,-6.2215133,84118640.0
4964,13.201471,-6.2648935,84135590.0
4965,13.170254,-6.3157783,84152540.0
4966,13.14777,-6.385355,84169490.0
4967,13.1189995,-6.408454,84186440.0
4968,13.100977,-6.428583,84203390.0
4969,13.1001835,-6.424472,84220340.0
4970,13.205452,-6.3838634,84237290.0
4971,13.142896,-6.4543886,84254240.0
4972,13.096045,-6.496622,84271180.0
4973,13.073627,-6.5264454,84288136.0
4974,13.057448,-6.542823,84305090.0
4975,13.03035,-6.560825,84322030.0
4976,12.97374,-6.585756,84338984.0
4977,12.746229,-6.587799,84355940.0
4978,12.704273,-6.576583,84372880.0
4979,12.688011,-6.5765886,84389830.0
4980,12.659235,-6.579939,84406776.0
4981,12.600414,-6.5711164,84423730.0
4982,12.647524,-6.5867043,84440680.0
4983,12.513838,-6.4904795,84457624.0
4984,12.559494,-6.5760975,84474580.0
4985,12.548698,-6.57014,84491530.0
4986,12.473863,-6.4485207,84508470.0
4987,12.440365,-6.400685,84525420.0
4988,12.423462,-6.379365,84542370.0
4989,12.413518,-6.399724,84559320.0
4990,12.397957,-6.3742104,84576270.0
4991,12.345657,-6.233451,84593220.0
4992,12.3857,-6.2586765,84610170.0
4993,12.367638,-6.219942,84627120.0
4994,12.367813,-6.197389,84644060.0
4995,12.360611,-6.1862965,84661016.0
4996,12.362263,-6.1684093,84677970.0
4997,12.360207,-6.1392217,84694910.0
4998,12.37684,-6.1146574,84711864.0
4999,12.505074,-6.029175,84728820.0
5000,12.432173,-6.013128,84745760.0
5001,12.458808,-5.9999456,84762710.0
5002,12.476009,-5.983159,84779660.0
5003,12.495571,-5.9734497,84796610.0
5004,12.667862,-6.015179,84813560.0
5005,inf,-inf,84830510.0
5006,12.764324,-6.048647,84847460.0
5007,12.790163,-6.0699186,84864410.0
5008,12.758739,-6.0265903,84881350.0
5009,12.819294,-6.0984693,84898300.0
5010,12.869989,-6.1477118,84915256.0
5011,12.90091,-6.1928115,84932200.0
5012,12.915828,-6.2341275,84949150.0
5013,12.92696,-6.2576995,84966104.0
5014,12.9355755,-6.278393,84983050.0
5015,12.937521,-6.3099813,85000000.0
5016,12.97655,-6.3981543,85016950.0
5017,12.982262,-6.4567175,85033896.0
5018,12.9926815,-6.498237,85050850.0
5019,13.005224,-6.5188313,85067790.0
5020,12.996311,-6.546136,85084744.0
5021,12.992153,-6.6174173,85101700.0
5022,12.969593,-6.6938705,85118640.0
5023,12.938095,-6.717612,85135590.0
5024,13.0309105,-6.643712,85152540.0
5025,12.935861,-6.7569504,85169490.0
5026,12.934498,-6.759102,85186440.0
5027,12.911032,-6.780852,85203390.0
5028,12.907668,-6.822374,85220340.0
5029,12.969212,-6.7978992,85237290.0
5030,12.792583,-6.8713493,85254240.0
5031,12.907375,-6.867752,85271180.0
5032,12.904634,-6.8737755,85288136.0
5033,12.882658,-6.89172,85305090.0
5034,12.880108,-6.912635,85322030.0
5035,12.8239,-6.9176493,85338984.0
5036,12.596544,-6.930813,85355940.0
5037,12.684085,-6.9433956,85372880.0
5038,12.662931,-6.946295,85389830.0
5039,12.503586,-6.9485307,85406776.0
5040,12.437565,-6.9336905,85423730.0
5041,12.36536,-6.910922,85440680.0
5042,12.434638,-6.9438386,85457624.0
5043,12.410019,-6.9464493,85474580.0
5044,12.384216,-6.94993,85491530.0
5045,12.2716465,-6.8688946,85508470.0
5046,12.292051,-6.892825,85525420.0
5047,12.222698,-6.7998085,85542370.0
5048,12.233175,-6.739911,85559320.0
5049,12.203879,-6.824365,85576270.0
5050,12.1875305,-6.806215,85593220.0
5051,12.169636,-6.8026757,85610170.0
5052,12.167304,-6.793706,85627120.0
5053,12.170686,-6.75732,85644060.0
5054,12.181215,-6.744569,85661016.0
5055,inf,-inf,85677970.0
5056,12.14489,-6.7027545,85694910.0
5057,12.14489,-6.7027545,85711864.0
5058,12.197073,-6.6615486,85728820.0
5059,12.194146,-6.6446357,85745760.0
5060,12.154575,-6.702363,85762710.0
5061,12.166956,-6.699542,85779660.0
5062,12.1980095,-6.6180897,85796610.0
5063,12.173341,-6.700557,85813560.0
5064,12.206331,-6.631793,85830510.0
5065,12.131182,-6.6681595,85847460.0
5066,12.21696,-6.6303077,85864410.0
5067,12.209585,-6.637931,85881350.0
5068,12.209585,-6.637931,85898300.0
5069,12.191494,-6.591504,85915256.0
5070,12.219509,-6.606968,85932200.0
5071,12.219509,-6.606968,85949150.0
5072,12.156933,-6.651253,85966104.0
5073,12.156933,-6.651253,85983050.0
5074,12.22104,-6.5770025,86000000.0
5075,12.231573,-6.584589,86016950.0
5076,12.169576,-6.625141,86033896.0
5077,12.222879,-6.562253,86050850.0
5078,inf,-inf,86067790.0
5079,inf,-inf,86084744.0
5080,inf,-inf,86101700.0
5081,12.216608,-6.6391077,86118640.0
5082,12.228376,-6.629117,86135590.0
5083,12.230766,-6.5606976,86152540.0
5084,12.2350025,-6.6382427,86169490.0
5085,12.2350025,-6.6382427,86186440.0
5086,12.231108,-6.6495657,86203390.0
5087,12.243017,-6.5571594,86220340.0
5088,12.23872,-6.652481,86237290.0
5089,12.241833,-6.65221,86254240.0
5090,12.241833,-6.65221,86271180.0
5091,12.231989,-6.6559143,86288136.0
5092,12.239904,-6.660674,86305090.0
5093,12.2393875,-6.6538954,86322030.0
5094,12.236492,-6.654672,86338984.0
5095,12.24044,-6.657888,86355940.0
5096,12.244621,-6.6587553,86372880.0
5097,12.244621,-6.6587553,86389830.0
5098,12.244621,-6.6587553,86406776.0
5099,12.257409,-6.653266,86423730.0
5100,12.266181,-6.6395836,86440680.0
5101,12.265106,-6.6596804,86457624.0
5102,12.265106,-6.6596804,86474580.0
5103,12.265106,-6.6596804,86491530.0
5104,12.265106,-6.6596804,86508470.0
5105,12.264309,-6.6364217,86525420.0
5106,12.271107,-6.6342726,86542370.0
5107,12.293675,-6.6326714,86559320.0
5108,12.285179,-6.6443834,86576270.0
5109,12.273636,-6.594814,86593220.0
5110,12.278559,-6.5697384,86610170.0
5111,12.284655,-6.5399137,86627120.0
5112,12.286947,-6.5360456,86644060.0
5113,12.289487,-6.518304,86661016.0
5114,12.207293,-6.4589443,86677970.0
5115,12.290957,-6.4691668,86694910.0
5116,12.282678,-6.475916,86711864.0
5117,12.270042,-6.4577036,86728820.0
5118,12.263466,-6.4566,86745760.0
5119,12.252746,-6.457345,86762710.0
5120,12.262301,-6.4346514,86779660.0
5121,12.262301,-6.4346514,86796610.0
5122,12.279834,-6.4323587,86813560.0
5123,12.256242,-6.454382,86830510.0
5124,12.256242,-6.454382,86847460.0
5125,12.288423,-6.4253983,86864410.0
5126,12.302582,-6.358673,86881350.0
5127,12.302582,-6.358673,86898300.0
5128,12.25428,-6.396825,86915256.0
5129,12.299404,-6.3336325,86932200.0
5130,12.281397,-6.4081783,86949150.0
5131,12.308401,-6.337138,86966104.0
5132,12.308401,-6.337138,86983050.0
5133,12.298699,-6.4060636,87000000.0
5134,12.306089,-6.4107876,87016950.0
5135,12.32228,-6.340622,87033896.0
5136,12.303427,-6.337136,87050850.0
5137,12.299414,-6.306616,87067790.0
5138,12.295336,-6.303383,87084744.0
5139,12.306556,-6.2766094,87101700.0
5140,12.30366,-6.3084993,87118640.0
5141,12.304682,-6.2822666,87135590.0
5142,12.283536,-6.2876806,87152540.0
5143,12.297974,-6.2784276,87169490.0
5144,12.282472,-6.306463,87186440.0
5145,12.288921,-6.315262,87203390.0
5146,12.30603,-6.315715,87220340.0
5147,12.32303,-6.283518,87237290.0
5148,12.323956,-6.238083,87254240.0
5149,12.322895,-6.244397,87271180.0
5150,12.334209,-6.242855,87288136.0
5151,12.333921,-6.263549,87305090.0
5152,12.358255,-6.2645807,87322030.0
5153,12.356419,-6.2658043,87338984.0
5154,12.373739,-6.243386,87355940.0
5155,12.372232,-6.1852007,87372880.0
5156,12.400017,-6.2762356,87389830.0
5157,12.403954,-6.2735634,87406776.0
5158,12.352356,-6.1852612,87423730.0
5159,12.354809,-6.1874013,87440680.0
5160,12.35196,-6.198751,87457624.0
5161,12.350225,-6.1995916,87474580.0
5162,12.344326,-6.201735,87491530.0
5163,12.359852,-6.19607,87508470.0
5164,12.430295,-6.2715864,87525420.0
5165,12.430295,-6.2715864,87542370.0
5166,12.426949,-6.2772655,87559320.0
5167,12.434969,-6.2677946,87576270.0
5168,12.440434,-6.2787952,87593220.0
5169,12.440434,-6.2787952,87610170.0
5170,12.369986,-6.1929197,87627120.0
5171,12.380796,-6.1971884,87644060.0
5172,12.380796,-6.1971884,87661016.0
5173,12.380796,-6.1971884,87677970.0
5174,12.380796,-6.1971884,87694910.0
5175,12.380796,-6.1971884,87711864.0
5176,12.380796,-6.1971884,87728820.0
5177,12.447081,-6.278265,87745760.0
5178,12.447081,-6.278265,87762710.0
5179,12.451588,-6.3028297,87779660.0
5180,12.447081,-6.278265,87796610.0
5181,12.447081,-6.278265,87813560.0
5182,12.447081,-6.278265,87830510.0
5183,12.442157,-6.2829847,87847460.0
5184,12.450632,-6.2732487,87864410.0
5185,12.442157,-6.2829847,87881350.0
5186,12.401765,-6.204682,87898300.0
5187,12.401765,-6.204682,87915256.0
5188,12.401765,-6.204682,87932200.0
5189,12.401765,-6.204682,87949150.0
5190,12.40736,-6.206295,87966104.0
5191,12.441437,-6.2846446,87983050.0
5192,12.441437,-6.2846446,88000000.0
5193,12.414261,-6.21552,88016950.0
5194,12.409364,-6.2039094,88033896.0
5195,12.414261,-6.21552,88050850.0
5196,12.414261,-6.212507,88067790.0
5197,12.416477,-6.2096314,88084744.0
5198,12.415541,-6.213319,88101700.0
5199,12.415541,-6.213319,88118640.0
5200,12.416477,-6.2096314,88135590.0
5201,12.416477,-6.2096314,88152540.0
5202,12.416477,-6.2096314,88169490.0
5203,12.417168,-6.2101707,88186440.0
5204,12.413103,-6.2118683,88203390.0
5205,12.462591,-6.283952,88220340.0
5206,12.413103,-6.2118683,88237290.0
5207,12.454917,-6.2920847,88254240.0
5208,12.363913,-6.1937585,88271180.0
5209,12.313434,-6.1925297,88288136.0
5210,12.311775,-6.188712,88305090.0
5211,12.311775,-6.188712,88322030.0
5212,12.335213,-6.188712,88338984.0
5213,12.338135,-6.1867046,88355940.0
5214,12.391106,-6.214621,88372880.0
5215,12.375034,-6.2103653,88389830.0
5216,12.2649,-6.2121496,88406776.0
5217,12.370235,-6.221798,88423730.0
5218,12.3770685,-6.2222543,88440680.0
5219,12.336883,-6.254567,88457624.0
5220,12.445286,-6.2588215,88474580.0
5221,12.291987,-6.282227,88491530.0
5222,12.268956,-6.2830677,88508470.0
5223,12.269466,-6.2878304,88525420.0
5224,12.274375,-6.3075924,88542370.0
5225,12.38139,-6.2518444,88559320.0
5226,12.269621,-6.3532066,88576270.0
5227,12.219692,-6.3810797,88593220.0
5228,12.205778,-6.4089136,88610170.0
5229,12.198351,-6.4276924,88627120.0
5230,12.206546,-6.434468,88644060.0
5231,12.216957,-6.4239907,88661016.0
5232,12.210173,-6.476638,88677970.0
5233,12.179926,-6.543316,88694910.0
5234,12.176459,-6.587418,88711864.0
5235,12.179572,-6.5913434,88728820.0
5236,12.187567,-6.60732,88745760.0
5237,12.18939,-6.6106033,88762710.0
5238,12.198923,-6.651831,88779660.0
5239,12.203583,-6.70265,88796610.0
5240,12.216135,-6.785693,88813560.0
5241,12.213922,-6.8184395,88830510.0
5242,12.213241,-6.8211327,88847460.0
5243,12.21151,-6.8226757,88864410.0
5244,12.193129,-6.779502,88881350.0
5245,12.258877,-6.8755083,88898300.0
5246,12.360984,-6.9430976,88915256.0
5247,12.406654,-6.983862,88932200.0
5248,12.430687,-7.0053616,88949150.0
5249,12.457506,-7.0004187,88966104.0
5250,12.481489,-7.0118446,88983050.0
5251,12.539434,-6.998498,89000000.0
5252,12.546503,-7.0265045,89016950.0
5253,12.642689,-7.001522,89033896.0
5254,12.546853,-7.000615,89050850.0
5255,12.55393,-7.0269413,89067790.0
5256,12.726382,-6.95213,89084744.0
5257,12.672491,-6.96144,89101700.0
5258,12.845139,-6.8824778,89118640.0
5259,12.742804,-6.914565,89135590.0
5260,12.767834,-6.8946867,89152540.0
5261,12.914718,-6.8062754,89169490.0
5262,12.981167,-6.7565155,89186440.0
5263,12.921504,-6.749877,89203390.0
5264,12.954035,-6.729375,89220340.0
5265,13.043515,-6.7363634,89237290.0
5266,13.105764,-6.6749682,89254240.0
5267,13.184973,-6.627946,89271180.0
5268,13.240811,-6.597987,89288136.0
5269,13.273032,-6.60368,89305090.0
5270,13.307104,-6.574936,89322030.0
5271,13.333134,-6.5421925,89338984.0
5272,13.423,-6.5161896,89355940.0
5273,13.483924,-6.4956074,89372880.0
5274,13.510898,-6.4925966,89389830.0
5275,13.54232,-6.4887934,89406776.0
5276,13.58402,-6.476718,89423730.0
5277,13.657375,-6.445877,89440680.0
5278,13.72782,-6.4326735,89457624.0
5279,13.634672,-6.430843,89474580.0
5280,13.637103,-6.4262495,89491530.0
5281,13.814222,-6.421233,89508470.0
5282,13.791066,-6.465742,89525420.0
5283,13.901834,-6.4029074,89542370.0
5284,13.844172,-6.401246,89559320.0
5285,13.867609,-6.401246,89576270.0
5286,14.041313,-6.4004617,89593220.0
5287,14.04775,-6.4040637,89610170.0
5288,14.084011,-6.430282,89627120.0
5289,14.093534,-6.4179897,89644060.0
5290,14.112648,-6.4187784,89661016.0
5291,14.122337,-6.4401445,89677970.0
5292,14.136944,-6.442197,89694910.0
5293,14.145687,-6.4383945,89711864.0
5294,14.158192,-6.439051,89728820.0
5295,14.173075,-6.4377694,89745760.0
5296,14.040833,-6.3880835,89762710.0
5297,14.0433,-6.380707,89779660.0
5298,14.193895,-6.4471607,89796610.0
5299,14.069771,-6.386923,89813560.0
5300,14.069059,-6.3769875,89830510.0
5301,14.094954,-6.3785,89847460.0
5302,14.091656,-6.382263,89864410.0
5303,14.231373,-6.4426074,89881350.0
5304,14.213827,-6.418729,89898300.0
5305,14.235703,-6.4223423,89915256.0
5306,14.254114,-6.44713,89932200.0
5307,14.132414,-6.3880053,89949150.0
5308,14.132414,-6.3880053,89966104.0
5309,14.259436,-6.4458313,89983050.0
5310,14.256137,-6.4492292,90000000.0
5311,14.282429,-6.4471455,90016950.0
5312,14.285617,-6.4455442,90033896.0
5313,14.288948,-6.4401855,90050850.0
5314,14.284318,-6.4437733,90067790.0
5315,14.279348,-6.4510164,90084744.0
5316,14.287102,-6.4475346,90101700.0
5317,14.290327,-6.44003,90118640.0
5318,14.291075,-6.4337654,90135590.0
5319,14.293682,-6.4428854,90152540.0
5320,14.294388,-6.4410853,90169490.0
5321,14.294388,-6.4410853,90186440.0
5322,14.294079,-6.443676,90203390.0
5323,14.301266,-6.4554796,90220340.0
5324,14.321238,-6.4786224,90237290.0
5325,14.32604,-6.4753637,90254240.0
5326,14.314433,-6.486743,90271180.0
5327,14.318582,-6.4829364,90288136.0
5328,14.333144,-6.4660387,90305090.0
5329,14.327635,-6.474779,90322030.0
5330,14.326517,-6.4713573,90338984.0
5331,14.326517,-6.4713573,90355940.0
5332,14.3316345,-6.4752636,90372880.0
5333,14.372083,-6.523829,90389830.0
5334,14.402815,-6.563018,90406776.0
5335,14.409758,-6.581892,90423730.0
5336,14.420696,-6.5926538,90440680.0
5337,14.33737,-6.4990525,90457624.0
5338,14.448168,-6.614034,90474580.0
5339,14.50392,-6.659027,90491530.0
5340,14.551666,-6.720357,90508470.0
5341,14.570553,-6.7515907,90525420.0
5342,14.59399,-6.775028,90542370.0
5343,14.611164,-6.7769437,90559320.0
5344,14.665901,-6.8198047,90576270.0
5345,14.715071,-6.8881316,90593220.0
5346,14.732546,-6.9447117,90610170.0
5347,14.759648,-6.965192,90627120.0
5348,14.777404,-6.96303,90644060.0
5349,14.801289,-7.0368834,90661016.0
5350,14.839282,-7.1059446,90677970.0
5351,14.843634,-7.154171,90694910.0
5352,14.859856,-7.1741114,90711864.0
5353,14.855499,-7.209499,90728820.0
5354,14.886642,-7.2675467,90745760.0
5355,14.870352,-7.359205,90762710.0
5356,14.870417,-7.3933883,90779660.0
5357,14.913154,-7.3021936,90796610.0
5358,14.866699,-7.4438915,90813560.0
5359,14.83847,-7.5077434,90830510.0
5360,14.779201,-7.578791,90847460.0
5361,14.867523,-7.5169096,90864410.0
5362,14.849636,-7.547841,90881350.0
5363,14.722936,-7.634326,90898300.0
5364,14.790295,-7.631439,90915256.0
5365,14.737198,-7.697892,90932200.0
5366,14.713265,-7.7213936,90949150.0
5367,14.545025,-7.729227,90966104.0
5368,14.665081,-7.758565,90983050.0
5369,14.591045,-7.7798223,91000000.0
5370,14.495377,-7.7862253,91016950.0
5371,14.3189535,-7.769839,91033896.0
5372,14.305199,-7.771901,91050850.0
5373,14.277777,-7.77423,91067790.0
5374,14.191767,-7.7403955,91084744.0
5375,14.137154,-7.7126856,91101700.0
5376,14.2089615,-7.767334,91118640.0
5377,14.084448,-7.6653757,91135590.0
5378,14.137096,-7.7450047,91152540.0
5379,14.09184,-7.6941032,91169490.0
5380,14.016183,-7.644266,91186440.0
5381,14.001483,-7.618293,91203390.0
5382,13.982422,-7.5908957,91220340.0
5383,13.96508,-7.5656676,91237290.0
5384,13.931322,-7.504304,91254240.0
5385,13.911524,-7.428046,91271180.0
5386,13.909959,-7.3849573,91288136.0
5387,13.908867,-7.3658752,91305090.0
5388,13.957406,-7.2295732,91322030.0
5389,13.908357,-7.294254,91338984.0
5390,14.015497,-7.132859,91355940.0
5391,14.037519,-7.085478,91372880.0
5392,13.966307,-7.131631,91389830.0
5393,14.088005,-7.064041,91406776.0
5394,13.98244,-7.081217,91423730.0
5395,14.109831,-7.031638,91440680.0
5396,14.002347,-7.0284405,91457624.0
5397,14.133268,-7.0082006,91474580.0
5398,14.155209,-6.9725175,91491530.0
5399,14.2224865,-6.9494686,91508470.0
5400,14.267138,-6.946393,91525420.0
5401,14.175758,-6.9183054,91542370.0
5402,14.259121,-6.958314,91559320.0
5403,14.197947,-6.900176,91576270.0
5404,14.392216,-6.897728,91593220.0
5405,14.468155,-6.912133,91610170.0
5406,14.516624,-6.935049,91627120.0
5407,14.536476,-6.943179,91644060.0
5408,14.54595,-6.9342794,91661016.0
5409,14.571685,-6.9351406,91677970.0
5410,14.636204,-7.0079083,91694910.0
5411,14.665898,-7.058942,91711864.0
5412,14.677646,-7.0795584,91728820.0
5413,14.701897,-7.0791464,91745760.0
5414,14.712595,-7.1003485,91762710.0
5415,14.736725,-7.181926,91779660.0
5416,14.72653,-7.2497387,91796610.0
